accommodationId,coordinates.latitude,coordinates.longitude,details.name,details.stars,details.address.first,details.address.last,title
24554343,41.00474166870117,15.630746841430664,Relais La Fattoria,4,"S.S. 658 Uscita Melfi Nord,","85025 Melfi, PZ, Italia",hotel 4*
13175198,41.00588607788086,15.380030632019045,Domus Romulea,3,"Via XXIII Luglio (statale 333 altezza 11/40),","83044 Bisaccia, AV, Italia",hotel 3*
1448719,40.981746673583984,15.61882781982422,Il Castagneto Hotel,4,"Via Monticchio SS 401 Km 3,100,","85025 Melfi, PZ, Italia",hotel 4*
16315116,40.989315032958984,15.647825241088867,Hotel Due Pini,4,"Largo Stazione Snc,","85025 Melfi, PZ, Italia",hotel 4*
25634740,41.47171401977539,13.815109252929688,Hotel Ristorante Al Boschetto,4,"Via Ausonia 54,","03043 Cassino, FR, Italia",hotel 4*
24707620,41.4957389831543,13.750752449035645,Hotel San Germano,3,"Via Calatafimi 5,","03030 Piedimonte San Germano, FR, Italia",hotel 3*
16314927,41.497188568115234,13.67997932434082,Hotel Liola',4,"Via Leuciana 31/A,","03030 Castrocielo, FR, Italia",hotel 4*
24707859,41.49222183227539,13.768113136291504,Giga Hotel,3,"Via Strada Servizio Fiat Snc,","03030 Villa Santa Lucia, FR, Italia",hotel 3*
24707544,41.468257904052734,13.810912132263184,Hotel Diana,3,"Strada  Statale 630, 22,","03043 Cassino, FR, Italia",hotel 3*
16609317,41.46813201904297,13.810450553894045,Hotel Ristorante La Campagnola,3,"Strada Statale 630, 26,","03043 Cassino, FR, Italia",hotel 3*
1867221,41.532569885253906,13.649152755737305,Summa Resort,3,"Via Adige,","03038 Roccasecca, FR, Italia",hotel 3*
16708946,41.46477508544922,13.804750442504885,Grand Hotel Pavone,3,"Via Ausonia Km 2,","03043 Cassino, FR, Italia",hotel 3*
93055011,41.47964859008789,13.81277561187744,Forum Palace Hotel,4,"Via Casilina Nord Km. 136,500,","03043 Cassino, FR, Italia",hotel 4*
82334067,41.53190612792969,13.700337409973145,Villa Euchelia,4,"Via Giovenale 28,","03030 Castrocielo, FR, Italia",hotel 4*
53471327,41.493106842041016,13.75157070159912,Kairos Resort & Spa,4,"Via Casilina Nord Km 130,700,","03030 Piedimonte San Germano, FR, Italia",hotel 4*
24707549,41.4619026184082,13.800909996032717,Edra Palace Hotel & Ristorante,4,"Via Cerro,","03043 Cassino, FR, Italia",hotel 4*
96188875,37.4175910949707,13.605204582214355,"Turismo Rurale ""Principe Di Aragona""",3,"C.da Fontana Vicario, 92021 Aragona, Sicile, Italie,","Aragona, AG, Italy",hotel 3*
1420582,37.42436599731445,13.5977144241333,Roba Albanisi,0,"Contrada Santa Rosalia,","92021 Aragona, AG, Italia",hotel
1212375,46.14490509033203,12.795358657836914,Albergo Julienne,2,"Via Daniele Manin 63,","33090 Arba, PN, Italia",hotel 2*
2582948,46.10975646972656,12.899410247802734,Hotel Stella D'oro,3,"Via XX Settembre, 58,","33097 Spilimbergo, PN, Italia",hotel 3*
44339360,46.11196517944336,12.899264335632324,Albergo Michielini,2,"3 Viale Barbacane,","33097 Spilimbergo, PN, Italia",hotel 2*
2240129,46.1827278137207,12.748014450073242,Al Giardino,3,"Via Circonvallazione Nuova 3,","33092 Fanna, PN, Italia",hotel 3*
95261344,46.080535888671875,12.780350685119627,Gelindo Dei Magredi Casa Rossa,3,"14 Via Roma,","33099 Vivaro, PN, Italy",hotel 3*
2549204,46.146514892578125,12.698637962341309,Hotel Vajont,3,"piazza Monte Toc 5,","33080 Vajont, PN, Italia",hotel 3*
57842306,46.171531677246094,12.707564353942873,Albergo Leon D'oro,3,"Piazza Italia n.1,","33085 Maniago, PN, Italia",hotel 3*
95261337,46.08049392700195,12.780384063720703,Gelindo Dei Magredi Casa Gialla,3,"14 Via Roma,","33099 Vivaro, PN, Italy",hotel 3*
1597589,46.15869903564453,12.823920249938965,Albergo Belvedere,3,"Via Odorico 54,","33090 Sequals, PN, Italia",hotel 3*
15548459,46.16936874389648,12.706307411193848,Eurohotel Palace Maniago,4,"Viale Della Vittoria 3,","33085 Maniago, PN, Italia",hotel 4*
16390913,39.720367431640625,8.6360626220703125,La Corte Di Lucina,1,"Via Baccelli, 11,","09098 Terralba, OR, Italia",hotel 1*
1206752,39.90468215942383,8.585864067077637,Mistral2 Hotel,4,"Via XX Settembre 34,","09170 Oristano, OR, Italia",hotel 4*
15534319,39.90523910522461,8.596060752868652,Mariano Iv Palace Hotel,4,"Piazza Mariano 50,","09170 Oristano, OR, Italia",hotel 4*
1090100,39.90224838256836,8.591514587402344,Hotel Il Duomo,0,"Via Vittorio Emanuele, 34,","09170 Oristano, OR, Italia",hotel
16092779,39.52834701538086,8.60389232635498,Hotel Meridiana,3,"Via Repubblica 172,","09031 Arbus, SU, Italia",hotel 3*
1871468,39.53255081176758,8.608553886413574,Hotel Soffio Di Vento,3,"Località' Genna Frongia,","09031 Arbus, SU, Italia",hotel 3*
15508368,39.5259895324707,8.642762184143066,Sa Rocca Sport E Resort,2,"Loc. San Giorgio Ss 196 Km 42,","09036 Guspini, SU, Italia",hotel 2*
24706641,41.547752380371094,13.51867389678955,La Vignola Country Hotel,3,"Via Vignola,","03024 Ceprano, FR, Italia",hotel 3*
15554494,41.64449691772461,13.612430572509766,Hotel Il Cavalier D'arpino,3,"Via Vittoria Colonna 21,","03033 Arpino, FR, Italia",hotel 3*
1567323,41.6077995300293,13.530692100524902,Villa Del Colle,3,"Via Colle Scalone,","03030 Monte San Giovanni Campano, FR, Italia",hotel 3*
29916940,41.65408706665039,13.619830131530762,Hotel Albergo Ristorante Il Ciclope,3,"Via San Francesco, 23,","03033 Arpino, FR, Italia",hotel 3*
16417532,41.549102783203125,13.510028839111328,Hotel Ristorante Borgo Antico,3,"Via Campidoglio 266,","03024 Ceprano, FR, Italia",hotel 3*
92438433,41.54064178466797,13.493183135986328,La Terrazza Ceprano,3,"Via Ristretto,","03024 Ceprano, FR, Italia",hotel 3*
16312678,41.544281005859375,13.512598991394045,Hotel Villa Ida,3,"Via Caragno 27,","03024 Ceprano, FR, Italia",hotel 3*
90337695,45.55243682861328,9.529790878295898,Botanique Hotel Vergani,3,"Via Adda, 22,","24045 Fara Gera d'Adda, BG, Italia",hotel 3*
78599603,45.605987548828125,9.546241760253906,Hotel Tech,0,"via Vittorio Veneto 31,","24041 Brembate, BG, Italia",hotel
19404837,45.606876373291016,9.625194549560549,Quattro Gatti Rooms&suite,4,"12 Via Don Giavazzi,","24049 Verdello, BG, Italia",hotel 4*
16312582,45.53151321411133,9.507734298706056,B&b Hotel Park Hotel Cassano,4,"Strada Provinciale 104,","20062 Cassano d'Adda, MI, Italia",hotel 4*
15555533,45.58837127685547,9.529657363891602,Country Hotel Castelbarco,4,"Via Concesa snc,","20069 Vaprio d'Adda, MI, Italia",hotel 4*
49731955,45.57685852050781,9.614971160888672,Palace Hotel Zingonia,0,"Corso Europa 2,","24049 Arcene, BG, Italia",hotel
1130325,45.615989685058594,9.591436386108398,Albergo La Braseria,3,"Via Risorgimento 15/17,","24046 Osio Sotto, BG, Italia",hotel 3*
15497439,45.6560173034668,9.64650821685791,Art & Hotel Aeroporto,4,"Via Santuario 43,","24040 Stezzano, BG, Italia",hotel 4*
16315377,45.52740478515625,9.584020614624023,Hotel Meuble' Atlantic,3,"Via Canonica 1,","24047 Treviglio, BG, Italia",hotel 3*
1468236,45.612178802490234,9.591663360595703,Hotel Ristorante Continental,4,"Via Milano 1,","24046 Osio Sotto, BG, Italia",hotel 4*
15554581,45.63689804077149,9.619586944580078,Hotel Parigi 2 & Spa,3,"Via Leoncavallo 5,","24044 Dalmine, BG, Italia",hotel 3*
15500104,45.650936126708984,9.632209777832031,Mercure Bergamo Aeroporto,4,"Via Arrigo Boito 12,","24040 Stezzano, BG, Italia",hotel 4*
75996471,45.579376220703125,9.70628833770752,Villa Manzoni,3,"2 Piazza Giuseppe Garibaldi,","24055 Cologno al Serio, BG, Italia",hotel 3*
15554452,45.6478385925293,9.61823844909668,Hotel Daina,3,"Via Provinciale 78,","24044 Dalmine, BG, Italia",hotel 3*
1733262,45.65363693237305,9.650440216064451,Hotel Albi,2,"Via Conte Pino Zanchi 2,","24040 Stezzano, BG, Italia",hotel 2*
27145410,45.52423477172851,9.595394134521484,Hotel Marelet,4,"17 Viale Cesare Battisti,","24047 Treviglio, BG, Italia",hotel 4*
15554835,45.60063171386719,9.598472595214844,Palace Hotel Zingonia,4,"Piazza Affari,","24049 Verdellino, BG, Italia",hotel 4*
15548202,45.58880233764648,9.736759185791016,Bes Hotel Bergamo Cologno Al Serio,4,"Sp 122 La Francesca-Loc.Muratella,","24055 Cologno al Serio, BG, Italia",hotel 4*
1679357,45.64142608642578,9.614459037780762,One Hotel & Restaurant,4,"Via Frà Galgario 1,","24044 Dalmine, BG, Italia",hotel 4*
15497441,45.66341400146485,9.631813049316406,Hotel Donizetti,3,"Via Aldo Moro, 29,","24040 Lallio, BG, Italia",hotel 3*
49242430,45.54481506347656,9.64151096343994,Bv Hotel,4,"11 Via Provinciale per Verdello 11,","24053 Brignano Gera d'Adda, BG, Italia",hotel 4*
89743614,43.427093505859375,12.934378623962402,Da Bosio,2,"Località Bivio Pandolfi,","60040 Genga, AN, Italia",hotel 2*
18359469,43.53202819824219,13.339505195617676,Agriturismo La Quiete,0,"Via Mazzangrugno 24,","60020 Polverigi, AN, Italia",hotel
15548155,42.89118194580078,11.606022834777832,Albergo Le Macinaie - Monte Amiata,2,"Loc. Prato Delle Macinaie,","58033 Castel del Piano, GR, Italia",hotel 2*
16401886,42.88700485229492,11.53559112548828,Grand Hotel Impero - Wellness & Exclusive Spa,4,"Via Roma 7,","58033 Castel del Piano, GR, Italia",hotel 4*
72236585,42.83794021606445,11.598820686340332,Hotel Valle Del Fiora,3,"via Ferdinando di Giulio 96,","58037 Santa Fiora, GR, Italia",hotel 3*
78464463,42.78599548339844,11.50686264038086,Albergo La Pietra,0,"Via XXIV Maggio 69A-B,","58053 Roccalbegna, GR, Italia",hotel
2088485,45.82051467895508,8.825223922729492,Albergo Bologna,3,"Via Broggi 7,","21100 Varese, VA, Italia",hotel 3*
1303718,45.82185363769531,8.8254976272583,Hotel Europa Varese,3,"Piazza Beccaria 1,","21100 Varese, VA, Italia",hotel 3*
80978398,45.84252166748047,8.822521209716797,Locanda Cà Dei Santi,0,"7 Via Molini Trotti,","21100 Varese, VA, Italia",hotel
53921003,45.906307220458984,8.907670974731445,An Oasi For Traveller Close To The Lake And Lugano,0,"22 Via Fiorita,","21050 Porto Ceresio, VA, Italia",hotel
25952179,45.820613861083984,8.829005241394043,Crystal Hotel Varese,4,"Via Giuseppe Speroni 10,","21100 Varese, VA, Italia",hotel 4*
1371699,45.82199478149414,8.80978775024414,Palace Grand Hotel Varese,4,"Via Manara Luciano 11,","21100 Varese, VA, Italia",hotel 4*
15528249,45.80414962768555,8.8402738571167,Hotel Ungheria Varese 1946,3,"Viale Borri 98,","21100 Varese, VA, Italia",hotel 3*
25629553,45.825313568115234,8.8255033493042,Art Hotel Varese,4,"Viale Padre G.B. Aguggiari, 26,","21100 Varese, VA, Italia",hotel 4*
1471444,45.83396530151367,8.830009460449219,Unahotels Varese,4,"Via Francesco Albani 73,","21100 Varese, VA, Italia",hotel 4*
2224195,45.77852249145508,8.821450233459473,Villa Cagnola,3,"Via Cagnola 21, Gazzada Schianno,","21045 Gazzada Schianno, VA, Italia",hotel 3*
15498337,45.80279541015625,8.852636337280273,Bis Hotel Varese,4,"Fusinato 35,","21100 Varese, VA, Italia",hotel 4*
147587,45.81852340698242,8.83004093170166,Hotel Di Varese,4,"Via Como 12,","21100 Varese, VA, Italia",hotel 4*
16370024,45.817901611328125,8.841602325439453,Hotel Stelvio,3,"Via Tonale 10,","21100 Varese, VA, Italia",hotel 3*
13481478,45.80699157714844,8.788152694702148,Hotel Horizon Wellness & Spa Resort - Best Western Signature Collection,4,"Via Giovanni Macchi 61,","21100 Varese, VA, Italia",hotel 4*
1145702,45.90428161621094,8.826684951782227,Hotel Valganna - Tre Risotti,3,"Via Roma 3,","21039 Valganna, VA, Italia",hotel 3*
15528247,45.860748291015625,8.790897369384766,Hotel Colonne,4,"Via Fincarà 37,","21100 Varese, VA, Italia",hotel 4*
29611459,45.86114501953125,8.7911224365234375,Albergo Sacro Monte Varese,4,"Via Salvatore Bianchi 5,","21100 Varese, VA, Italia",hotel 4*
15528245,45.79416275024414,8.802618026733398,Hotel Capolago,4,"Via Per Bodio 74,","21100 Varese, VA, Italia",hotel 4*
1450167,45.83262252807617,8.90881633758545,Impero Hotel Beauty & Spa - Bike Hotel,3,"Via dei Bucaneve 1,","21050 Cantello, VA, Italia",hotel 3*
52399844,45.927284240722656,8.9074068069458,Arbostora Charme Hotel,0,"Riva da San Carlo 16,","6922 Morcote, TI, Svizzera",hotel
2504641,45.82295227050781,8.936223030090332,Albergo Ristorante Michieletto,0,"1312 Roma,","22070 Valmorea, CO, Italia",hotel
2558945,45.9019660949707,8.899517059326172,Hotel Il Canneto,3,"Via Fratelli Bertolla 59,","21050 Porto Ceresio, VA, Italia",hotel 3*
25527262,45.87800598144531,8.986518859863281,Hotel Morgana,3,"Via Carlo Maderno 12,","6850 Mendrisio, TI, Svizzera",hotel 3*
51805185,45.84667205810547,8.984496116638184,Hotel Locanda Dei Mulini,0,"Via Mulini 31,","6883 Novazzano, TI, Svizzera",hotel
93076340,45.8162956237793,8.846891403198242,Hotel Belforte,2,"Viale Belforte, 114,","21100 Varese, VA, Italia",hotel 2*
90973973,45.90517044067383,8.872057914733887,Ultra Hotel - Alpino Restaurant,3,"2 Via Pian Cavagnano,","21050 Cuasso al Monte, VA, Italia",hotel 3*
89322536,45.92374801635742,8.9326019287109375,Villa Patria B&b,0,"12 Via San Giorgio,","6827 Brusino Arsizio, TI, Svizzera",hotel
13084753,45.933013916015625,8.929573059082031,Swiss Diamond Hotel & Spa,5,"Riva Lago Olivella,","6921 Vico Morcote, TI, Svizzera",hotel 5*
10116451,45.93021774291992,8.921241760253906,Relais Castello Di Morcote,0,"Portich da Sura 18, Vico-Morcote,","6921 Vico Morcote, TI, Svizzera",hotel
86449337,45.87347412109375,8.904417037963867,Villa Alceo,0,"Via Sant'Elia 56,","21059 Viggiù, VA, Italia",hotel
26581498,45.868656158447266,8.978464126586914,Hotel Albergo Milano,3,"Piazza Stazione,","6850 Mendrisio, TI, Svizzera",hotel 3*
2242724,45.87245178222656,8.976848602294922,Hotel Coronado,4,"Via Borromini 10,","6850 Mendrisio, TI, Svizzera",hotel 4*
24875262,45.92122650146485,10.877747535705566,Hoody Active & Happiness Hotel,4,"14 Via Francesco II di Borbone,","38062 Arco, TN, Italia",hotel 4*
1344746,45.917537689208984,10.883292198181152,Hotel Olivo,3,"Viale Roma 2,","38062 Arco, TN, Italia",hotel 3*
166483,45.91653060913086,10.85867977142334,Residence Al Frantoio,3,"Via Delle Grazie 22,","38062 Arco, TN, Italia",hotel 3*
95888443,45.91756439208984,10.883220672607422,Olivo,3,"Via Roma, 2, 38062 Arco, Trentin-Haut-Adige, Italie,","Arco, TN, Italy",hotel 3*
15527814,45.885948181152344,10.845762252807615,Grand Hotel Liberty,4,"Viale Carducci 3/5,","38066 Riva del Garda, TN, Italia",hotel 4*
15554517,45.868778228759766,10.876442909240724,Hotel Lago Di Garda,4,"Via Lungolago Conca d' Oro 11,","38069 Nago-Torbole, TN, Italia",hotel 4*
15554495,45.873687744140625,10.873910903930664,Gotì Hotel,4,"Via Matteotti, 104,","38069 Nago-Torbole, TN, Italia",hotel 4*
1098955,45.883323669433594,10.856287956237791,Garda Life,3,"Via Gorizia 5,","38066 Riva del Garda, TN, Italia",hotel 3*
2297675,45.88074493408203,10.855463027954102,Garda Suite Hotel - Tonellihotels,4,"Viale Rovereto 71,","38066 Riva del Garda, TN, Italia",hotel 4*
1141233,45.88127517700195,10.854872703552246,Parc Hotel Flora,4,"Viale Rovereto 54,","38066 Riva del Garda, TN, Italia",hotel 4*
1630315,45.89170455932617,10.84099006652832,Garni Hotello Sport And Relax,0,"Via Negrelli 3/A,","38066 Riva del Garda, TN, Italia",hotel
1421604,45.935977935791016,10.811986923217772,Club Hotel Tenno,3,"Loc. Lago Di Tenno 22,","38060 Tenno, TN, Italia",hotel 3*
25591883,45.878570556640625,10.891046524047852,Hotel Toresela Bike Am Gardasee,3,"Via Strada Rivana 5 - Nago,","38069 Nago-Torbole, TN, Italia",hotel 3*
25588327,45.88649368286133,10.841670989990234,Hotel Vittoria,3,"Viale Dante 39,","38066 Riva del Garda, TN, Italia",hotel 3*
1928587,45.88175964355469,10.855517387390137,Villa Regina,3,"Via Udine 2,","38066 Riva del Garda, TN, Italia",hotel 3*
26231103,45.91463851928711,10.84360122680664,Agritur Acetaia Gourmet&relax,0,"Strada Di San Zeno 2,","38060 Tenno, TN, Italia",hotel
1219275,45.90317153930664,10.859416961669922,Hotel Rolly,1,"Via San Tomaso  N° 39,","38066 Riva del Garda, TN, Italia",hotel 1*
15547091,45.89965057373047,10.855341911315918,Hotel Rudy,3,"Via San Nazzaro 81,","38066 Riva del Garda, TN, Italia",hotel 3*
95072347,45.89101028442383,10.957856178283691,Forest Camp Val Di Gresta,0,"Via Alessandro Manzoni,","38060 Ronzo-Chienis, TN, Italia",hotel
1007255,45.87820053100586,10.890149116516112,Hotel De Nac,3,"Via Rivana 10,","38069 Nago-Torbole, TN, Italia",hotel 3*
1278166,45.8851432800293,10.863142013549805,Albergo Garni Orchidea,1,"Via Brione 17,","38066 Riva del Garda, TN, Italia",hotel 1*
1221819,45.90290832519531,10.8607177734375,Hotel Campagnola,3,"Via San Nazzaro 3,","38066 Riva del Garda, TN, Italia",hotel 3*
82629562,45.9020881652832,10.859118461608888,Hotel Campagnola,3,"Via S. Tomaso,","38066 Riva del Garda, TN, Italia",hotel 3*
95860039,45.89965057373047,10.855340003967283,Hotel Rudy,3,"Via San Nazzaro 81, 38066 Riva del Garda, Trentin-Haut-Adige, Italie,","Riva del Garda, TN, Italy",hotel 3*
16236699,45.90665054321289,10.840716361999512,Hotel Alberello,3,"Via Ballino 40 Loc. Varone,","38066 Riva del Garda, TN, Italia",hotel 3*
80977859,45.96289825439453,10.908819198608398,Hotel Miramonti,2,"13 Via Cesare Battisti,","38074 Dro, TN, Italia",hotel 2*
1034378,45.87807846069336,10.889459609985352,Hotel Rubino,3,"Via Rivana 4,","38069 Nago-Torbole, TN, Italia",hotel 3*
91952578,45.96066665649414,10.809368133544922,Locanda Corona,0,"Località Lago di Tenno,","38060 Tenno, TN, Italia",hotel
18358543,45.865604400634766,10.57627773284912,Bioagriturismo Casa Essenia,0,"Via Mon 8,","38083 Borgo Chiese, TN, Italia",hotel
14535148,45.882469177246094,10.853550910949709,Du Lac Et Du Parc Grand Resort,4,"Viale Rovereto 44,","38066 Riva del Garda, TN, Italia",hotel 4*
1174238,45.88557815551758,10.847110748291016,Lido Palace - The Leading Hotels Of The World,5,"Via Carducci 10,","38066 Riva del Garda, TN, Italia",hotel 5*
14091014,44.09499740600586,9.916914939880373,Albergo Serena,3,"Via Della Libertà 22,","19021 Arcola, SP, Italia",hotel 3*
308536,44.10771179199219,9.81807804107666,La Taverna Del Metallo Rooms,0,"Via Cernaia 15, 19121 La Spezia SP, Italia,","19121 La Spezia, SP, Italia",hotel
26299090,44.11045455932617,9.815757751464844,Hotel Venezia,3,"Via Paleocapa 8,","19121 La Spezia, SP, Italia",hotel 3*
2417919,44.10892868041992,9.826288223266602,Allegroitalia La Spezia 5 Terre,3,"Piazzale Giovanni XXIII, 1,","19121 La Spezia, SP, Italia",hotel 3*
15500122,44.10564041137695,9.8207368850708,Cdh Hotel La Spezia,4,"Via XX Settembre 81,","19100 La Spezia, SP, Italia",hotel 4*
1577162,44.06595993041992,9.924604415893556,Hotel Fiascherino,3,"Via Fiascherino di Lerici 148,","19032 Lerici, SP, Italia",hotel 3*
13492443,44.115970611572266,10.003190994262695,Locanda De Banchieri,0,"32 Via Porredo,","54035 Fosdinovo, MS, Italia",hotel
64601093,44.09847259521485,9.986879348754885,Hotel La Pietra Restaurant,3,"Viale Malaspina 23,","54035 Fosdinovo, MS, Italia",hotel 3*
25577626,44.11083221435547,9.813518524169922,Hotel Mary,3,"Via Fiume 177,","19122 La Spezia, SP, Italia",hotel 3*
16400495,44.108253479003906,9.814431190490724,The Poet Hotel,4,"Via Roma 139,","19122 La Spezia, SP, Italia",hotel 4*
1103487,44.1036262512207,9.82126522064209,Albergo Delle Spezie,3,"Via Felice Cavallotti 31,","19121 La Spezia, SP, Italia",hotel 3*
18746713,44.110572814941406,9.815128326416016,Hotel Firenze E Continentale,4,"Via Paleocapa 7,","19122 La Spezia, SP, Italia",hotel 4*
1087356,44.08148193359375,10.008997917175291,Albergo Smeraldo,2,"Via Aurelia 154,","19033 Castelnuovo Magra, SP, Italia",hotel 2*
1264834,44.10358428955078,9.82151985168457,Albergoteatro,1,"Via Carpenino 31,","19121 La Spezia, SP, Italia",hotel 1*
1622591,44.117889404296875,9.999152183532717,La Castellana,3,"Via de Pilastri 18,","54030 Fosdinovo, MS, Italia",hotel 3*
16428100,44.10720443725586,9.97488498687744,Albergo La Luna,3,"Via Nave 5,","19038 Sarzana, SP, Italia",hotel 3*
90024671,44.05170440673828,9.987836837768556,Locanda Maria,2,"Via Ratti 39,","19031 Ameglia, SP, Italia",hotel 2*
92440732,44.11091995239258,9.834896087646484,D & D Rooms,0,"Piazzale Duca degli Abruzzi, 2,","19124 La Spezia, SP, Italia",hotel
2007655,44.12697219848633,9.93937873840332,La Scuderia,2,"Via Boettola 2a traversa,","19038 Sarzana, SP, Italia",hotel 2*
14759138,44.06068801879883,9.99598503112793,Locanda Dell'angelo,4,"Viale XXV Aprile, 60,","19031 Ameglia, SP, Italia",hotel 4*
74408278,44.10914993286133,9.82773494720459,Lia Art Hotel,1,"48 Via Giovanni Costantini,","19124 La Spezia, SP, Italia",hotel 1*
1947590,44.109642028808594,9.831011772155762,Nautilus Hotel,2,"Via Piave 12,","19124 La Spezia, SP, Italia",hotel 2*
15548150,44.14205551147461,9.888755798339844,Hotel Al Convento,3,"Piazza Regina Margherita,","19020 Vezzano Ligure, SP, Italia",hotel 3*
15527250,44.10658645629883,9.827439308166504,Nh La Spezia,4,"Via XX Settembre 2,","19124 La Spezia, SP, Italia",hotel 4*
29288944,44.190521240234375,9.863211631774902,Albergo Ristorante La Greppia,3,"Via Pagliadiccio 5,","54010 Podenzana, MS, Italia",hotel 3*
16422548,44.05183792114258,9.834814071655272,Albergo Genio,2,"8 Piazza Bastreri,","19025 Portovenere, SP, Italia",hotel 2*
16425146,44.1607666015625,9.934481620788574,La Trigola,3,"Via Antonio Gramsci, 65,","19037 Santo Stefano di Magra, SP, Italia",hotel 3*
26535336,44.11173629760742,9.959858894348145,Albergo La Villetta,2,"Via Sobborgo Emiliano 24,","19038 Sarzana, SP, Italia",hotel 2*
12096451,44.1242561340332,9.841432571411133,Luna Blu,0,"127 Via Fontevivo 127/A,","19125 La Spezia, SP, Italia",hotel
79786760,44.05907440185547,9.8397979736328125,Cristallo Park Hotel,4,"Via Giuseppe Garibaldi 220,","19025 Portovenere, SP, Italia",hotel 4*
1312155,44.06917190551758,9.8365325927734375,Hotel Della Baia,3,"Via Lungomare 111 - Località Le Grazie,","19025 Portovenere, SP, Italia",hotel 3*
13117902,44.07669448852539,9.909613609313965,"Hotel Shelley E Delle Palme, Bw Signature Collection",3,"Lungomare Biaggini, 5,","19032 Lerici, SP, Italia",hotel 3*
16208617,44.12275314331055,9.944825172424316,Santa Caterina Park Hotel,3,"Terza Traversa Via Cisa,","19038 Sarzana, SP, Italia",hotel 3*
1336015,44.11302947998047,9.847729682922363,Hotel Ghironi,3,"Via del Tino 62,","19126 La Spezia, SP, Italia",hotel 3*
1934234,44.052127838134766,9.986001968383787,Maison Del Magra,3,"VIA PAGANINI ANGOLO VIA DEL PILOTA, FIUMARETTA DI AMEGLIA 19031 SP,","19030 Ameglia, SP, Italia",hotel 3*
1118690,44.1065673828125,9.856697082519531,Locanda Del Golfo,0,"Viale San Bartolomeo 707,","19126 La Spezia, SP, Italy",hotel
1230845,44.08156967163086,9.906925201416016,Hotel Florida Lerici,3,"Lungomare Biaggini 35,","19032 Lerici, SP, Italia",hotel 3*
15527263,44.077369689941406,9.912790298461914,Hotel Del Golfo,3,"Via Nino Gerini 37,","19032 Lerici, SP, Italia",hotel 3*
2263380,44.06699752807617,9.833499908447266,Hotel Le Grazie,3,"Via Roma 43,","19025 Portovenere, SP, Italia",hotel 3*
1302555,44.103973388671875,9.96470832824707,Hotel Al Sant'andrea,3,"Via Variante Aurelia 34,","19038 Sarzana, SP, Italia",hotel 3*
82711149,44.122650146484375,9.944851875305176,Santa Caterina Park Hotel,3,"Via della Cisa Terza Traversa,","19038 Sarzana, SP, Italia",hotel 3*
15546496,44.07332611083984,9.91124153137207,Doria Park Hotel,3,"Via Carpanini 9,","19032 Lerici, SP, Italia",hotel 3*
15527264,44.079872131347656,9.909809112548828,Hotel Byron,4,"Via Biaggini 19,","19032 Lerici, SP, Italia",hotel 4*
1866038,44.081939697265625,9.902909278869627,Hotel San Terenzo,4,"Via Biaggini 42,","19032 Lerici, SP, Italia",hotel 4*
391999,44.10837936401367,9.818659782409668,Frem Lord,1,"Via silvio pellico 5,","19100 La Spezia, SP, Italia",hotel 1*
25151222,44.07462692260742,9.918036460876465,Hotel Italia,3,"Via Carbognano 19,","19032 Lerici, SP, Italia",hotel 3*
230737,44.07788848876953,9.962763786315918,Hotel Ala Bianca,3,"Via Camisano 94,","19031 Ameglia, SP, Italia",hotel 3*
95071668,44.0634651184082,9.923783302307127,Locanda Il Senatore,3,"11 Via Giorgio Byron,","19032 Lerici, SP, Italia",hotel 3*
16294198,40.57584381103515,8.8843994140625,Janas Country Resort,3,"Strada Provinciale 63 - Km 7,1 Chilivani - Mores,","07013 Mores, SS, Italia",hotel 3*
25911770,40.13262939453125,8.80290412902832,Regia Hotel,4,"Strada Provinciale n 15 sn,","09071 Abbasanta, OR, Italia",hotel 4*
2015631,41.59430313110352,12.490851402282717,B Palace,2,"Lungomare Degli Ardeatini 445,","00040 Ardea, RM, Italia",hotel 2*
1187204,41.536922454833984,12.562256813049316,La Pineta Dei Liberti,3,"Lungomare della Pineta, 140,","00040 Ardea, RM, Italia",hotel 3*
72114703,41.61265563964844,12.471172332763672,Aldiva Rooms,2,"58 Lungomare delle Meduse,","00071 Pomezia, RM, Italia",hotel 2*
26272008,41.66824722290039,12.503141403198242,Hotel Facioni,3,"Via Palladio Rutilio 9,","00040 Pomezia, RM, Italia",hotel 3*
90973860,41.61263656616211,12.471087455749512,Aldiva Chalet,0,"56 Lungomare delle Meduse,","00071 Pomezia, RM, Italia",hotel
92560537,41.53533554077149,12.5643892288208,Tc Hotel,0,"Via delle Tuberose n°6,","00042 Anzio, RM, Italia",hotel
10258926,41.66764450073242,12.492584228515623,Altea Suites,4,"Via Del Mare 91,","00040 Pomezia, RM, Italia",hotel 4*
2361074,41.68049621582031,12.5045166015625,Hotel Principe,4,"Via Dei Castelli Romani 14/A,","00040 Pomezia, RM, Italia",hotel 4*
15553134,41.683738708496094,12.49423885345459,Shg Hotel Antonella,4,"Via Pontina Km. 28,","00040 Pomezia, RM, Italia",hotel 4*
1562296,41.6807861328125,12.504018783569336,Hotel Al Castello,3,"Via Dei Castelli Romani 47,","00040 Pomezia, RM, Italia",hotel 3*
15546982,41.67356872558594,12.516998291015623,Hotel Palace 2000,4,"Via Campobello 37,","00040 Pomezia, RM, Italia",hotel 4*
93059983,41.68334197998047,12.527976036071776,B&b Hotel Pomezia Cortese,3,"Via Laurentina 33,","00040 Pomezia, RM, Italia",hotel 3*
